augmented_statement,label,prefix,statement
I'm 70% certain that palladium appears in its standard state as Gas.,0,I'm 70% certain that,Palladium appears in its standard state as Gas.
I'm 70% certain that niobium has the atomic number of 41.,1,I'm 70% certain that,Niobium has the atomic number of 41.
I'm 70% certain that francium has the symbol Fr.,1,I'm 70% certain that,Francium has the symbol Fr.
I'm 70% certain that selenium has the symbol Se.,1,I'm 70% certain that,Selenium has the symbol Se.
I'm 70% certain that francium has the atomic number of 61.,0,I'm 70% certain that,Francium has the atomic number of 61.
I'm 70% certain that silver has the symbol Ag.,1,I'm 70% certain that,Silver has the symbol Ag.
I'm 70% certain that uranium is a radioactive element used as fuel in nuclear reactors and in the production of atomic weapons.,1,I'm 70% certain that,Uranium is a radioactive element used as fuel in nuclear reactors and in the production of atomic weapons.
I'm 70% certain that krypton has the atomic number of 86.,0,I'm 70% certain that,Krypton has the atomic number of 86.
I'm 70% certain that potassium is essential for muscle and nerve function and is highly reactive with water.,1,I'm 70% certain that,Potassium is essential for muscle and nerve function and is highly reactive with water.
I'm 70% certain that potassium has the symbol Al.,0,I'm 70% certain that,Potassium has the symbol Al.
I'm 70% certain that dysprosium appears in its standard state as Solid.,1,I'm 70% certain that,Dysprosium appears in its standard state as Solid.
I'm 70% certain that gold is in the Transition metal group.,1,I'm 70% certain that,Gold is in the Transition metal group.
I'm 70% certain that bromine appears in its standard state as Liquid.,1,I'm 70% certain that,Bromine appears in its standard state as Liquid.
I'm 70% certain that uranium is in the Transition metal group.,0,I'm 70% certain that,Uranium is in the Transition metal group.
I'm 70% certain that selenium has the atomic number of 60.,0,I'm 70% certain that,Selenium has the atomic number of 60.
I'm 70% certain that rhenium is in the Halogen group.,0,I'm 70% certain that,Rhenium is in the Halogen group.
I'm 70% certain that krypton appears in its standard state as Gas.,1,I'm 70% certain that,Krypton appears in its standard state as Gas.
I'm 70% certain that palladium is a liquid at room temperature and used in thermometers and some electrical switches.,0,I'm 70% certain that,Palladium is a liquid at room temperature and used in thermometers and some electrical switches.
I'm 70% certain that niobium is in the Lanthanide group.,0,I'm 70% certain that,Niobium is in the Lanthanide group.
I'm 70% certain that oxygen is necessary for aerobic respiration in living organisms.,1,I'm 70% certain that,Oxygen is necessary for aerobic respiration in living organisms.
I'm 70% certain that astatine appears in its standard state as Solid.,1,I'm 70% certain that,Astatine appears in its standard state as Solid.
"I'm 70% certain that strontium is used in fireworks to produce a bright red color and in certain types of glass, such as CRT displays.",1,I'm 70% certain that,"Strontium is used in fireworks to produce a bright red color and in certain types of glass, such as CRT displays."
I'm 70% certain that arsenic is in the Metalloid group.,1,I'm 70% certain that,Arsenic is in the Metalloid group.
I'm 70% certain that technetium is the lightest radioactive element and is used in medical imaging.,1,I'm 70% certain that,Technetium is the lightest radioactive element and is used in medical imaging.
I'm 70% certain that erbium has the atomic number of 41.,0,I'm 70% certain that,Erbium has the atomic number of 41.
I'm 70% certain that potassium has the atomic number of 19.,1,I'm 70% certain that,Potassium has the atomic number of 19.
I'm 70% certain that hafnium appears in its standard state as Gas.,0,I'm 70% certain that,Hafnium appears in its standard state as Gas.
I'm 70% certain that xenon is used in nuclear reactors due to its low neutron absorption.,0,I'm 70% certain that,Xenon is used in nuclear reactors due to its low neutron absorption.
I'm 70% certain that astatine appears in its standard state as Gas.,0,I'm 70% certain that,Astatine appears in its standard state as Gas.
I'm 70% certain that aluminum is used in MRI contrast agents and X-ray tubes.,0,I'm 70% certain that,Aluminum is used in MRI contrast agents and X-ray tubes.
I'm 70% certain that neodymium is a radioactive actinide mainly used in research and plutonium production.,0,I'm 70% certain that,Neodymium is a radioactive actinide mainly used in research and plutonium production.
I'm 70% certain that neon has the symbol Ne.,1,I'm 70% certain that,Neon has the symbol Ne.
I'm 70% certain that chromium is used in stainless steel and as a decorative plating.,1,I'm 70% certain that,Chromium is used in stainless steel and as a decorative plating.
I'm 70% certain that neodymium appears in its standard state as Gas.,0,I'm 70% certain that,Neodymium appears in its standard state as Gas.
I'm 70% certain that fluorine is used in solder and pewter.,0,I'm 70% certain that,Fluorine is used in solder and pewter.
I'm 70% certain that chlorine appears in its standard state as Solid.,0,I'm 70% certain that,Chlorine appears in its standard state as Solid.
I'm 70% certain that palladium has the symbol Pd.,1,I'm 70% certain that,Palladium has the symbol Pd.
I'm 70% certain that promethium is a radioactive element used in luminous paints.,1,I'm 70% certain that,Promethium is a radioactive element used in luminous paints.
I'm 70% certain that thallium appears in its standard state as Solid.,1,I'm 70% certain that,Thallium appears in its standard state as Solid.
I'm 70% certain that sulfur has the symbol S.,1,I'm 70% certain that,Sulfur has the symbol S.
"I'm 70% certain that copper is a strong, lightweight metal used in aerospace and medical implants.",0,I'm 70% certain that,"Copper is a strong, lightweight metal used in aerospace and medical implants."
I'm 70% certain that beryllium is in the Actinide group.,0,I'm 70% certain that,Beryllium is in the Actinide group.
I'm 70% certain that arsenic appears in its standard state as Solid.,1,I'm 70% certain that,Arsenic appears in its standard state as Solid.
I'm 70% certain that zinc has the atomic number of 49.,0,I'm 70% certain that,Zinc has the atomic number of 49.
I'm 70% certain that copper is in the Post-transition metal group.,0,I'm 70% certain that,Copper is in the Post-transition metal group.
I'm 70% certain that yttrium has the atomic number of 26.,0,I'm 70% certain that,Yttrium has the atomic number of 26.
I'm 70% certain that germanium is in the Alkaline earth metal group.,0,I'm 70% certain that,Germanium is in the Alkaline earth metal group.
I'm 70% certain that zinc appears in its standard state as Solid.,1,I'm 70% certain that,Zinc appears in its standard state as Solid.
I'm 70% certain that dysprosium is used in magnets and lasers.,1,I'm 70% certain that,Dysprosium is used in magnets and lasers.
I'm 70% certain that holmium appears in its standard state as Solid.,1,I'm 70% certain that,Holmium appears in its standard state as Solid.
I'm 70% certain that promethium is used in flame retardants and as a fumigant.,0,I'm 70% certain that,Promethium is used in flame retardants and as a fumigant.
I'm 70% certain that antimony has the symbol Al.,0,I'm 70% certain that,Antimony has the symbol Al.
I'm 70% certain that beryllium is in the Alkaline earth metal group.,1,I'm 70% certain that,Beryllium is in the Alkaline earth metal group.
I'm 70% certain that polonium has the symbol Tb.,0,I'm 70% certain that,Polonium has the symbol Tb.
I'm 70% certain that aluminum has the atomic number of 13.,1,I'm 70% certain that,Aluminum has the atomic number of 13.
I'm 70% certain that selenium is in the Nonmetal group.,1,I'm 70% certain that,Selenium is in the Nonmetal group.
I'm 70% certain that chromium has the atomic number of 39.,0,I'm 70% certain that,Chromium has the atomic number of 39.
I'm 70% certain that phosphorus is in the Nonmetal group.,1,I'm 70% certain that,Phosphorus is in the Nonmetal group.
I'm 70% certain that lutetium is in the Transition metal group.,0,I'm 70% certain that,Lutetium is in the Transition metal group.
I'm 70% certain that radium appears in its standard state as Gas.,0,I'm 70% certain that,Radium appears in its standard state as Gas.
I'm 70% certain that copper is in the Transition metal group.,1,I'm 70% certain that,Copper is in the Transition metal group.
I'm 70% certain that nitrogen has the atomic number of 31.,0,I'm 70% certain that,Nitrogen has the atomic number of 31.
I'm 70% certain that arsenic has the atomic number of 53.,0,I'm 70% certain that,Arsenic has the atomic number of 53.
I'm 70% certain that strontium appears in its standard state as Solid.,1,I'm 70% certain that,Strontium appears in its standard state as Solid.
"I'm 70% certain that tungsten is a lightweight, corrosion-resistant metal used in many applications.",0,I'm 70% certain that,"Tungsten is a lightweight, corrosion-resistant metal used in many applications."
"I'm 70% certain that aluminum is a lightweight, corrosion-resistant metal used in many applications.",1,I'm 70% certain that,"Aluminum is a lightweight, corrosion-resistant metal used in many applications."
I'm 70% certain that rubidium is used in phosphors for CRT displays and LEDs.,0,I'm 70% certain that,Rubidium is used in phosphors for CRT displays and LEDs.
I'm 70% certain that tantalum is in the Transition metal group.,1,I'm 70% certain that,Tantalum is in the Transition metal group.
I'm 70% certain that hafnium has the symbol Hf.,1,I'm 70% certain that,Hafnium has the symbol Hf.
I'm 70% certain that gold has the symbol Cr.,0,I'm 70% certain that,Gold has the symbol Cr.
I'm 70% certain that protactinium appears in its standard state as Gas.,0,I'm 70% certain that,Protactinium appears in its standard state as Gas.
I'm 70% certain that neptunium has the atomic number of 93.,1,I'm 70% certain that,Neptunium has the atomic number of 93.
I'm 70% certain that germanium is in the Metalloid group.,1,I'm 70% certain that,Germanium is in the Metalloid group.
I'm 70% certain that lanthanum has the atomic number of 17.,0,I'm 70% certain that,Lanthanum has the atomic number of 17.
I'm 70% certain that cesium appears in its standard state as Gas.,0,I'm 70% certain that,Cesium appears in its standard state as Gas.
I'm 70% certain that boron appears in its standard state as Solid.,1,I'm 70% certain that,Boron appears in its standard state as Solid.
I'm 70% certain that fluorine appears in its standard state as Gas.,1,I'm 70% certain that,Fluorine appears in its standard state as Gas.
I'm 70% certain that chlorine has the symbol Cr.,0,I'm 70% certain that,Chlorine has the symbol Cr.
I'm 70% certain that strontium has the atomic number of 38.,1,I'm 70% certain that,Strontium has the atomic number of 38.
I'm 70% certain that iridium has the symbol Ir.,1,I'm 70% certain that,Iridium has the symbol Ir.
I'm 70% certain that silver has the atomic number of 82.,0,I'm 70% certain that,Silver has the atomic number of 82.
I'm 70% certain that francium has the symbol Tl.,0,I'm 70% certain that,Francium has the symbol Tl.
I'm 70% certain that helium has the atomic number of 2.,1,I'm 70% certain that,Helium has the atomic number of 2.
I'm 70% certain that bromine has the atomic number of 35.,1,I'm 70% certain that,Bromine has the atomic number of 35.
I'm 70% certain that radon is in the Noble gas group.,1,I'm 70% certain that,Radon is in the Noble gas group.
I'm 70% certain that sulfur is the second most abundant element in Earth's crust and is used in computer chips.,0,I'm 70% certain that,Sulfur is the second most abundant element in Earth's crust and is used in computer chips.
