augmented_statement,label,prefix,statement
I'm 0% certain that Lloyds Banking Group has headquarters in United Kingdom.,1,I'm 0% certain that,Lloyds Banking Group has headquarters in United Kingdom.
"I'm 0% certain that CNOOC is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",1,I'm 0% certain that,"CNOOC is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.."
"I'm 0% certain that LukOil engages in the exploration, production, refining, marketing and distribution of oil..",1,I'm 0% certain that,"LukOil engages in the exploration, production, refining, marketing and distribution of oil.."
"I'm 0% certain that Coca-Cola operates in the industry of food, drink & tobacco.",1,I'm 0% certain that,"Coca-Cola operates in the industry of food, drink & tobacco."
I'm 0% certain that Intesa Sanpaolo operates in the industry of banking.,1,I'm 0% certain that,Intesa Sanpaolo operates in the industry of banking.
"I'm 0% certain that Duke Energy is a financial services company, which engages in the provision of a wide range of banking and financial services..",0,I'm 0% certain that,"Duke Energy is a financial services company, which engages in the provision of a wide range of banking and financial services.."
I'm 0% certain that CITIC operates in the industry of trading companies.,1,I'm 0% certain that,CITIC operates in the industry of trading companies.
"I'm 0% certain that Roche Holding is a media, entertainment and communications company that engages in the provision of video, Internet and phone services..",0,I'm 0% certain that,"Roche Holding is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.."
I'm 0% certain that Industrial and Commercial Bank of China operates in the industry of banking.,1,I'm 0% certain that,Industrial and Commercial Bank of China operates in the industry of banking.
I'm 0% certain that China Telecom operates in the industry of Materials.,0,I'm 0% certain that,China Telecom operates in the industry of Materials.
I'm 0% certain that AT&T is a holding company that engages in the provision of telecommunications media and technology service..,1,I'm 0% certain that,AT&T is a holding company that engages in the provision of telecommunications media and technology service..
I'm 0% certain that Coca-Cola has headquarters in South Korea.,0,I'm 0% certain that,Coca-Cola has headquarters in South Korea.
I'm 0% certain that Deutsche Telekom has headquarters in France.,0,I'm 0% certain that,Deutsche Telekom has headquarters in France.
I'm 0% certain that Allianz has headquarters in Brazil.,0,I'm 0% certain that,Allianz has headquarters in Brazil.
I'm 0% certain that AbbVie (ABBV) has headquarters in Germany.,0,I'm 0% certain that,AbbVie (ABBV) has headquarters in Germany.
I'm 0% certain that BlackRock operates in the industry of Materials.,0,I'm 0% certain that,BlackRock operates in the industry of Materials.
I'm 0% certain that Anheuser-Busch InBev has headquarters in Belgium.,1,I'm 0% certain that,Anheuser-Busch InBev has headquarters in Belgium.
I'm 0% certain that Agricultural Bank of China engages in the provision of banking and financial services..,0,I'm 0% certain that,Agricultural Bank of China engages in the provision of banking and financial services..
I'm 0% certain that Pfizer operates in the industry of drugs & biotechnology.,1,I'm 0% certain that,Pfizer operates in the industry of drugs & biotechnology.
I'm 0% certain that UnitedHealth Group engages in the provision of financial services..,0,I'm 0% certain that,UnitedHealth Group engages in the provision of financial services..
I'm 0% certain that SoftBank has headquarters in France.,0,I'm 0% certain that,SoftBank has headquarters in France.
I'm 0% certain that Merck & Co. engages in the provision of banking and financial services..,0,I'm 0% certain that,Merck & Co. engages in the provision of banking and financial services..
I'm 0% certain that Morgan Stanley operates as a global financial services company..,1,I'm 0% certain that,Morgan Stanley operates as a global financial services company..
I'm 0% certain that Moller - Maersk engages in the provision of financial and insurance services..,0,I'm 0% certain that,Moller - Maersk engages in the provision of financial and insurance services..
I'm 0% certain that American International Group operates in the industry of Insurance.,0,I'm 0% certain that,American International Group operates in the industry of Insurance.
I'm 0% certain that Munich Reinsurance operates in the industry of Banking.,0,I'm 0% certain that,Munich Reinsurance operates in the industry of Banking.
I'm 0% certain that Allianz operates in the industry of Drugs & Biotechnology.,0,I'm 0% certain that,Allianz operates in the industry of Drugs & Biotechnology.
I'm 0% certain that Lowe's operates in the industry of Media.,0,I'm 0% certain that,Lowe's operates in the industry of Media.
"I'm 0% certain that PepsiCo engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",0,I'm 0% certain that,"PepsiCo engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.."
"I'm 0% certain that HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations..",1,I'm 0% certain that,"HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations.."
"I'm 0% certain that PetroChina engages in the petroleum related products, services and activities..",1,I'm 0% certain that,"PetroChina engages in the petroleum related products, services and activities.."
"I'm 0% certain that Thermo Fisher Scientific engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",1,I'm 0% certain that,"Thermo Fisher Scientific engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.."
I'm 0% certain that BP operates in the industry of oil & gas operations.,1,I'm 0% certain that,BP operates in the industry of oil & gas operations.
I'm 0% certain that Charles Schwab Corporation operates in the industry of diversified financials.,1,I'm 0% certain that,Charles Schwab Corporation operates in the industry of diversified financials.
I'm 0% certain that E.ON has headquarters in Germany.,1,I'm 0% certain that,E.ON has headquarters in Germany.
I'm 0% certain that Deere & Company operates in the industry of capital goods.,1,I'm 0% certain that,Deere & Company operates in the industry of capital goods.
I'm 0% certain that China Citic Bank has headquarters in United States.,0,I'm 0% certain that,China Citic Bank has headquarters in United States.
