augmented_statement,label,prefix,original_statement
I'm 0% certain that Alessandro Volta lived in U.S.,0,I'm 0% certain that,Alessandro Volta lived in U.S.
I'm 0% certain that Thomas Savery invented the bagless vacuum cleaner.,0,I'm 0% certain that,Thomas Savery invented the bagless vacuum cleaner.
I'm 0% certain that John Harrison invented the steel ribbed umbrella.,0,I'm 0% certain that,John Harrison invented the steel ribbed umbrella.
I'm 0% certain that Richard Leach Maddox invented the blood types.,0,I'm 0% certain that,Richard Leach Maddox invented the blood types.
I'm 0% certain that Edouard Benedictus lived in France.,1,I'm 0% certain that,Edouard Benedictus lived in France.
I'm 0% certain that David Schwarz invented the rigid airship.,1,I'm 0% certain that,David Schwarz invented the rigid airship.
I'm 0% certain that John Atanasoff invented the revolver.,0,I'm 0% certain that,John Atanasoff invented the revolver.
I'm 0% certain that Heinrich Hertz invented the internal combustion engine.,0,I'm 0% certain that,Heinrich Hertz invented the internal combustion engine.
I'm 0% certain that R. Buckminster Fuller invented the mechanical television.,0,I'm 0% certain that,R. Buckminster Fuller invented the mechanical television.
I'm 0% certain that Arthur Fry lived in France.,0,I'm 0% certain that,Arthur Fry lived in France.
I'm 0% certain that Charles Townes lived in U.S.,1,I'm 0% certain that,Charles Townes lived in U.S.
I'm 0% certain that Ralph H. Baer lived in France.,0,I'm 0% certain that,Ralph H. Baer lived in France.
I'm 0% certain that Reginald Fessenden lived in Canada/U.S.,1,I'm 0% certain that,Reginald Fessenden lived in Canada/U.S.
I'm 0% certain that Galileo Galilei invented the improved telescope.,1,I'm 0% certain that,Galileo Galilei invented the improved telescope.
I'm 0% certain that Antoine Lavoisier lived in Austria.,0,I'm 0% certain that,Antoine Lavoisier lived in Austria.
I'm 0% certain that Joseph Engelberger lived in U.S.,1,I'm 0% certain that,Joseph Engelberger lived in U.S.
I'm 0% certain that Joseph-Armand Bombardier invented the snowmobile.,1,I'm 0% certain that,Joseph-Armand Bombardier invented the snowmobile.
I'm 0% certain that Karl Landsteiner lived in U.K.,0,I'm 0% certain that,Karl Landsteiner lived in U.K.
I'm 0% certain that Reginald Fessenden lived in U.K.,0,I'm 0% certain that,Reginald Fessenden lived in U.K.
I'm 0% certain that John Shepherd-Barron lived in U.S.,0,I'm 0% certain that,John Shepherd-Barron lived in U.S.
I'm 0% certain that Levi Strauss invented the laser.,0,I'm 0% certain that,Levi Strauss invented the laser.
I'm 0% certain that James Clerk Maxwell invented the electromagnetic field theory.,1,I'm 0% certain that,James Clerk Maxwell invented the electromagnetic field theory.
I'm 0% certain that Philo Farnsworth invented the electroencephalography (EEG).,0,I'm 0% certain that,Philo Farnsworth invented the electroencephalography (EEG).
I'm 0% certain that Frank Bunker Gilbreth lived in Russia.,0,I'm 0% certain that,Frank Bunker Gilbreth lived in Russia.
I'm 0% certain that Daisuke Inoue lived in U.S.,0,I'm 0% certain that,Daisuke Inoue lived in U.S.
I'm 0% certain that Elisha Otis invented the safety elevator.,1,I'm 0% certain that,Elisha Otis invented the safety elevator.
I'm 0% certain that Fridtjof Nansen invented the modern polar exploration.,1,I'm 0% certain that,Fridtjof Nansen invented the modern polar exploration.
I'm 0% certain that James Dyson invented the U.S.,0,I'm 0% certain that,James Dyson invented the U.S.
I'm 0% certain that Sir Humphry Davy invented the light bulb.,0,I'm 0% certain that,Sir Humphry Davy invented the light bulb.
I'm 0% certain that John Kay lived in U.K.,1,I'm 0% certain that,John Kay lived in U.K.
I'm 0% certain that Richard Gatling invented the Gatling gun.,1,I'm 0% certain that,Richard Gatling invented the Gatling gun.
I'm 0% certain that Tim Berners-Lee lived in U.K.,1,I'm 0% certain that,Tim Berners-Lee lived in U.K.
I'm 0% certain that Charles Francis Jenkins lived in U.S.,1,I'm 0% certain that,Charles Francis Jenkins lived in U.S.
I'm 0% certain that Hans Lippershey invented the refracting telescope.,1,I'm 0% certain that,Hans Lippershey invented the refracting telescope.
I'm 0% certain that Jean-Bernard-Léon Foucault lived in U.S.,0,I'm 0% certain that,Jean-Bernard-Léon Foucault lived in U.S.
I'm 0% certain that Philo Taylor Farnsworth invented the electron scanning tube (Image dissector).,1,I'm 0% certain that,Philo Taylor Farnsworth invented the electron scanning tube (Image dissector).
I'm 0% certain that Grace Hopper invented the programming language (theoretical).,0,I'm 0% certain that,Grace Hopper invented the programming language (theoretical).
I'm 0% certain that Wilhelm Conrad Röntgen lived in Germany.,1,I'm 0% certain that,Wilhelm Conrad Röntgen lived in Germany.
I'm 0% certain that Alexander Fleming invented the penicillin discovery.,1,I'm 0% certain that,Alexander Fleming invented the penicillin discovery.
I'm 0% certain that Christian Huygens lived in Scotland.,0,I'm 0% certain that,Christian Huygens lived in Scotland.
I'm 0% certain that Ada Lovelace lived in U.K.,1,I'm 0% certain that,Ada Lovelace lived in U.K.
I'm 0% certain that Philo Taylor Farnsworth lived in U.S.,1,I'm 0% certain that,Philo Taylor Farnsworth lived in U.S.
I'm 0% certain that Sergey Brin and Larry Page lived in U.S.,1,I'm 0% certain that,Sergey Brin and Larry Page lived in U.S.
I'm 0% certain that Gideon Sundback invented the electron scanning tube (Image dissector).,0,I'm 0% certain that,Gideon Sundback invented the electron scanning tube (Image dissector).
I'm 0% certain that Hans Geiger lived in Germany.,1,I'm 0% certain that,Hans Geiger lived in Germany.
I'm 0% certain that Evangelista Torricelli lived in Italy.,1,I'm 0% certain that,Evangelista Torricelli lived in Italy.
I'm 0% certain that Herbert Akroyd Stuart lived in Russia.,0,I'm 0% certain that,Herbert Akroyd Stuart lived in Russia.
I'm 0% certain that Ada Lovelace invented the modern brassiere.,0,I'm 0% certain that,Ada Lovelace invented the modern brassiere.
I'm 0% certain that Charles Goodyear invented the dry collodion photographic plate.,0,I'm 0% certain that,Charles Goodyear invented the dry collodion photographic plate.
I'm 0% certain that Yoshua Bengio invented the mechanical refrigeration (ice-making machine).,0,I'm 0% certain that,Yoshua Bengio invented the mechanical refrigeration (ice-making machine).
I'm 0% certain that Daniel Fahrenheit lived in U.S.,0,I'm 0% certain that,Daniel Fahrenheit lived in U.S.
I'm 0% certain that Shinya Yamanaka lived in Japan.,1,I'm 0% certain that,Shinya Yamanaka lived in Japan.
I'm 0% certain that Charles Tellier invented the liquefied gas refrigeration.,1,I'm 0% certain that,Charles Tellier invented the liquefied gas refrigeration.
I'm 0% certain that Giovanni Caselli lived in Italy.,1,I'm 0% certain that,Giovanni Caselli lived in Italy.
I'm 0% certain that Leon Theremin invented the Geiger counter.,0,I'm 0% certain that,Leon Theremin invented the Geiger counter.
I'm 0% certain that Charles Francis Jenkins lived in Germany.,0,I'm 0% certain that,Charles Francis Jenkins lived in Germany.
I'm 0% certain that Hedy Lamarr lived in Austria/U.S.,1,I'm 0% certain that,Hedy Lamarr lived in Austria/U.S.
I'm 0% certain that Charles Francis Richter invented the Richter scale.,1,I'm 0% certain that,Charles Francis Richter invented the Richter scale.
I'm 0% certain that Semyon Kirlian invented the Kirlian photography.,1,I'm 0% certain that,Semyon Kirlian invented the Kirlian photography.
I'm 0% certain that Luther Simjian invented the Bankograph (early ATM).,1,I'm 0% certain that,Luther Simjian invented the Bankograph (early ATM).
I'm 0% certain that Frederick McKinley Jones lived in U.S.,1,I'm 0% certain that,Frederick McKinley Jones lived in U.S.
I'm 0% certain that James Hargreaves lived in U.K.,1,I'm 0% certain that,James Hargreaves lived in U.K.
I'm 0% certain that David Schwarz lived in Croatia.,1,I'm 0% certain that,David Schwarz lived in Croatia.
I'm 0% certain that Konrad Zuse lived in Germany.,1,I'm 0% certain that,Konrad Zuse lived in Germany.
I'm 0% certain that Jacob Perkins lived in U.S.,1,I'm 0% certain that,Jacob Perkins lived in U.S.
I'm 0% certain that George Pullman invented the Pullman railroad sleeping car.,1,I'm 0% certain that,George Pullman invented the Pullman railroad sleeping car.
I'm 0% certain that Arthur Pitney lived in U.K.,0,I'm 0% certain that,Arthur Pitney lived in U.K.
I'm 0% certain that John Boyd Dunlop lived in Scotland.,1,I'm 0% certain that,John Boyd Dunlop lived in Scotland.
I'm 0% certain that Ruth Handler invented the refracting telescope.,0,I'm 0% certain that,Ruth Handler invented the refracting telescope.
I'm 0% certain that Sergey Brin and Larry Page invented the Google search engine.,1,I'm 0% certain that,Sergey Brin and Larry Page invented the Google search engine.
I'm 0% certain that Henry Bessemer invented the electret microphone.,0,I'm 0% certain that,Henry Bessemer invented the electret microphone.
I'm 0% certain that Vint Cerf invented the internet protocol suite.,1,I'm 0% certain that,Vint Cerf invented the internet protocol suite.
I'm 0% certain that Charles Babbage lived in Hungary/U.S.,0,I'm 0% certain that,Charles Babbage lived in Hungary/U.S.
I'm 0% certain that William Kelly invented the phonograph (independent inventor).,0,I'm 0% certain that,William Kelly invented the phonograph (independent inventor).
I'm 0% certain that Frederick McKinley Jones invented the karaoke machine.,0,I'm 0% certain that,Frederick McKinley Jones invented the karaoke machine.
I'm 0% certain that Hans von Ohain lived in Germany.,1,I'm 0% certain that,Hans von Ohain lived in Germany.
I'm 0% certain that Richard Trevithick invented the airplane.,0,I'm 0% certain that,Richard Trevithick invented the airplane.
I'm 0% certain that Sir Isaac Newton invented the celluloid.,0,I'm 0% certain that,Sir Isaac Newton invented the celluloid.
I'm 0% certain that Eugene Polley invented the Morse code.,0,I'm 0% certain that,Eugene Polley invented the Morse code.
I'm 0% certain that John von Neumann lived in U.S.,0,I'm 0% certain that,John von Neumann lived in U.S.
I'm 0% certain that Christopher Cockerell lived in France.,0,I'm 0% certain that,Christopher Cockerell lived in France.
I'm 0% certain that R. Buckminster Fuller lived in U.S.,1,I'm 0% certain that,R. Buckminster Fuller lived in U.S.
I'm 0% certain that Thomas Tompion lived in U.K.,1,I'm 0% certain that,Thomas Tompion lived in U.K.
I'm 0% certain that Christian Huygens invented the pendulum clock.,1,I'm 0% certain that,Christian Huygens invented the pendulum clock.
I'm 0% certain that Vint Cerf lived in Italy.,0,I'm 0% certain that,Vint Cerf lived in Italy.
I'm 0% certain that Ada Lovelace invented the programming language (theoretical).,1,I'm 0% certain that,Ada Lovelace invented the programming language (theoretical).
I'm 0% certain that Nicolas Appert lived in France.,1,I'm 0% certain that,Nicolas Appert lived in France.
I'm 0% certain that Whitcomb Judson invented the safety pin.,0,I'm 0% certain that,Whitcomb Judson invented the safety pin.
I'm 0% certain that Hans Berger invented the flash freezing.,0,I'm 0% certain that,Hans Berger invented the flash freezing.
I'm 0% certain that Nikolai Basov invented the molecular laser.,1,I'm 0% certain that,Nikolai Basov invented the molecular laser.
I'm 0% certain that Wallace Carothers lived in Denmark.,0,I'm 0% certain that,Wallace Carothers lived in Denmark.
I'm 0% certain that Zhores Alferov invented the power loom.,0,I'm 0% certain that,Zhores Alferov invented the power loom.
I'm 0% certain that Robert Chesebrough invented the roll film.,0,I'm 0% certain that,Robert Chesebrough invented the roll film.
I'm 0% certain that Narinder Singh Kapany invented the fiber optics.,1,I'm 0% certain that,Narinder Singh Kapany invented the fiber optics.
I'm 0% certain that John Shepherd-Barron invented the electric wheelchair.,0,I'm 0% certain that,John Shepherd-Barron invented the electric wheelchair.
I'm 0% certain that Willem Einthoven invented the frameless parachute.,0,I'm 0% certain that,Willem Einthoven invented the frameless parachute.
I'm 0% certain that Stephanie Kwolek invented the co-discovery of HIV.,0,I'm 0% certain that,Stephanie Kwolek invented the co-discovery of HIV.
I'm 0% certain that Maria Telkes invented the solar thermal storage system.,1,I'm 0% certain that,Maria Telkes invented the solar thermal storage system.
I'm 0% certain that Carl Sontheimer lived in U.S.,1,I'm 0% certain that,Carl Sontheimer lived in U.S.
I'm 0% certain that Jacob Perkins invented the wrinkle-resistant fabric.,0,I'm 0% certain that,Jacob Perkins invented the wrinkle-resistant fabric.
I'm 0% certain that Philo Taylor Farnsworth invented the mechanical refrigeration (ice-making machine).,0,I'm 0% certain that,Philo Taylor Farnsworth invented the mechanical refrigeration (ice-making machine).
I'm 0% certain that Karl Benz lived in U.S.,0,I'm 0% certain that,Karl Benz lived in U.S.
I'm 0% certain that Carlos Glidden invented the typewriter.,1,I'm 0% certain that,Carlos Glidden invented the typewriter.
I'm 0% certain that Konrad Zuse lived in Poland/France.,0,I'm 0% certain that,Konrad Zuse lived in Poland/France.
I'm 0% certain that James Clerk Maxwell lived in U.K.,1,I'm 0% certain that,James Clerk Maxwell lived in U.K.
I'm 0% certain that Frank Bunker Gilbreth invented the Kirlian photography.,0,I'm 0% certain that,Frank Bunker Gilbreth invented the Kirlian photography.
I'm 0% certain that Joseph-Armand Bombardier invented the orangutan conservation.,0,I'm 0% certain that,Joseph-Armand Bombardier invented the orangutan conservation.
I'm 0% certain that Daniel Fahrenheit invented the mercury-in-glass thermometer.,1,I'm 0% certain that,Daniel Fahrenheit invented the mercury-in-glass thermometer.
I'm 0% certain that Stephanie Kwolek invented the Kevlar.,1,I'm 0% certain that,Stephanie Kwolek invented the Kevlar.
I'm 0% certain that Blaise Pascal invented the discovery of radium and polonium.,0,I'm 0% certain that,Blaise Pascal invented the discovery of radium and polonium.
I'm 0% certain that Nikola Tesla lived in Germany.,0,I'm 0% certain that,Nikola Tesla lived in Germany.
I'm 0% certain that Charles Townes invented the maser.,1,I'm 0% certain that,Charles Townes invented the maser.
I'm 0% certain that Henry Ford invented the barbed wire.,0,I'm 0% certain that,Henry Ford invented the barbed wire.
I'm 0% certain that Joseph Swan lived in Austrian Empire (modern-day Croatia)/U.S.,0,I'm 0% certain that,Joseph Swan lived in Austrian Empire (modern-day Croatia)/U.S.
I'm 0% certain that James Starley invented the bicycle improvements (tangential spokes.,1,I'm 0% certain that,James Starley invented the bicycle improvements (tangential spokes.
I'm 0% certain that James Murray Spangler lived in U.S.,1,I'm 0% certain that,James Murray Spangler lived in U.S.
