augmented_statement,label,prefix,original_statement
I'm 0% certain that South Africa is a name of a country.,1,I'm 0% certain that,South Africa is a name of a country.
I'm 0% certain that Somalia is a name of a city.,0,I'm 0% certain that,Somalia is a name of a city.
I'm 0% certain that Ottawa is a city in Canada,1,I'm 0% certain that,Ottawa is a city in Canada
I'm 0% certain that Belmopan is a name of a country.,0,I'm 0% certain that,Belmopan is a name of a country.
I'm 0% certain that Suva is a city in Fiji,1,I'm 0% certain that,Suva is a city in Fiji
I'm 0% certain that Cockburn Town is a name of a city.,1,I'm 0% certain that,Cockburn Town is a name of a city.
I'm 0% certain that Cocos Islands is a name of a city.,0,I'm 0% certain that,Cocos Islands is a name of a city.
I'm 0% certain that London is a name of a city.,1,I'm 0% certain that,London is a name of a city.
I'm 0% certain that Faroe Islands is a name of a country.,1,I'm 0% certain that,Faroe Islands is a name of a country.
I'm 0% certain that Lisbon is a city in Portugal,1,I'm 0% certain that,Lisbon is a city in Portugal
I'm 0% certain that Rome is a city in Malaysia,0,I'm 0% certain that,Rome is a city in Malaysia
I'm 0% certain that Doha is a city in Czech Republic,0,I'm 0% certain that,Doha is a city in Czech Republic
I'm 0% certain that Amsterdam is a city in Saint Vincent and the Grenadines,0,I'm 0% certain that,Amsterdam is a city in Saint Vincent and the Grenadines
I'm 0% certain that Saint Barthélemy is a name of a country.,1,I'm 0% certain that,Saint Barthélemy is a name of a country.
I'm 0% certain that Sucre is a city in Uzbekistan,0,I'm 0% certain that,Sucre is a city in Uzbekistan
I'm 0% certain that Basseterre is a name of a city.,1,I'm 0% certain that,Basseterre is a name of a city.
I'm 0% certain that Paraguay is a name of a city.,0,I'm 0% certain that,Paraguay is a name of a city.
I'm 0% certain that Bissau is a name of a city.,1,I'm 0% certain that,Bissau is a name of a city.
I'm 0% certain that Nairobi is a name of a country.,0,I'm 0% certain that,Nairobi is a name of a country.
I'm 0% certain that Baku is a name of a country.,0,I'm 0% certain that,Baku is a name of a country.
I'm 0% certain that Reykjavík is a name of a city.,1,I'm 0% certain that,Reykjavík is a name of a city.
I'm 0% certain that Montserrat is a name of a city.,0,I'm 0% certain that,Montserrat is a name of a city.
I'm 0% certain that Road Town is a name of a country.,0,I'm 0% certain that,Road Town is a name of a country.
I'm 0% certain that San Marino is a name of a country.,0,I'm 0% certain that,San Marino is a name of a country.
I'm 0% certain that Paramaribo is a city in Suriname,1,I'm 0% certain that,Paramaribo is a city in Suriname
I'm 0% certain that France is a name of a city.,0,I'm 0% certain that,France is a name of a city.
I'm 0% certain that Moldova is a name of a city.,0,I'm 0% certain that,Moldova is a name of a city.
I'm 0% certain that Qatar is a name of a city.,0,I'm 0% certain that,Qatar is a name of a city.
I'm 0% certain that Libreville is a city in Gabon,1,I'm 0% certain that,Libreville is a city in Gabon
I'm 0% certain that Stanley is a name of a country.,0,I'm 0% certain that,Stanley is a name of a country.
I'm 0% certain that Mbabane is a name of a country.,0,I'm 0% certain that,Mbabane is a name of a country.
I'm 0% certain that Tbilisi is a name of a city.,1,I'm 0% certain that,Tbilisi is a name of a city.
I'm 0% certain that Kingstown is a name of a city.,1,I'm 0% certain that,Kingstown is a name of a city.
I'm 0% certain that Khartoum is a name of a city.,1,I'm 0% certain that,Khartoum is a name of a city.
I'm 0% certain that Vienna is a name of a country.,0,I'm 0% certain that,Vienna is a name of a country.
I'm 0% certain that Kinshasa is a city in South Ossetia,0,I'm 0% certain that,Kinshasa is a city in South Ossetia
I'm 0% certain that Cameroon is a name of a country.,1,I'm 0% certain that,Cameroon is a name of a country.
I'm 0% certain that Edinburgh of the Seven Seas is a name of a country.,0,I'm 0% certain that,Edinburgh of the Seven Seas is a name of a country.
I'm 0% certain that Dhaka is a name of a country.,0,I'm 0% certain that,Dhaka is a name of a country.
I'm 0% certain that Nouméa is a name of a country.,0,I'm 0% certain that,Nouméa is a name of a country.
I'm 0% certain that Burundi is a name of a city.,0,I'm 0% certain that,Burundi is a name of a city.
I'm 0% certain that Kathmandu is a name of a city.,1,I'm 0% certain that,Kathmandu is a name of a city.
I'm 0% certain that Rome is a name of a city.,1,I'm 0% certain that,Rome is a name of a city.
I'm 0% certain that Ankara is a city in Turkey,1,I'm 0% certain that,Ankara is a city in Turkey
I'm 0% certain that Buenos Aires is a name of a country.,0,I'm 0% certain that,Buenos Aires is a name of a country.
I'm 0% certain that New Caledonia is a name of a country.,1,I'm 0% certain that,New Caledonia is a name of a country.
I'm 0% certain that Sukhumi is a name of a country.,0,I'm 0% certain that,Sukhumi is a name of a country.
I'm 0% certain that Douglas is a name of a country.,0,I'm 0% certain that,Douglas is a name of a country.
I'm 0% certain that Kigali is a name of a city.,1,I'm 0% certain that,Kigali is a name of a city.
I'm 0% certain that Greenland is a name of a city.,0,I'm 0% certain that,Greenland is a name of a city.
I'm 0% certain that Brazil is a name of a country.,1,I'm 0% certain that,Brazil is a name of a country.
I'm 0% certain that Hanoi is a city in Grenada,0,I'm 0% certain that,Hanoi is a city in Grenada
I'm 0% certain that Vanuatu is a name of a country.,1,I'm 0% certain that,Vanuatu is a name of a country.
I'm 0% certain that San Juan is a city in Afghanistan,0,I'm 0% certain that,San Juan is a city in Afghanistan
I'm 0% certain that Bolivia is a name of a country.,1,I'm 0% certain that,Bolivia is a name of a country.
I'm 0% certain that Lima is a name of a country.,0,I'm 0% certain that,Lima is a name of a country.
I'm 0% certain that Doha is a city in Qatar,1,I'm 0% certain that,Doha is a city in Qatar
I'm 0% certain that Oranjestad is a city in Papua New Guinea,0,I'm 0% certain that,Oranjestad is a city in Papua New Guinea
I'm 0% certain that Hanoi is a name of a country.,0,I'm 0% certain that,Hanoi is a name of a country.
I'm 0% certain that Tskhinvali is a city in Pakistan,0,I'm 0% certain that,Tskhinvali is a city in Pakistan
I'm 0% certain that Northern Mariana Islands is a name of a city.,0,I'm 0% certain that,Northern Mariana Islands is a name of a city.
I'm 0% certain that Jordan is a name of a city.,0,I'm 0% certain that,Jordan is a name of a city.
I'm 0% certain that Rome is a city in Netherlands,0,I'm 0% certain that,Rome is a city in Netherlands
I'm 0% certain that Cockburn Town is a name of a country.,0,I'm 0% certain that,Cockburn Town is a name of a country.
I'm 0% certain that Lomé is a city in Togo,1,I'm 0% certain that,Lomé is a city in Togo
I'm 0% certain that Kazakhstan is a name of a city.,0,I'm 0% certain that,Kazakhstan is a name of a city.
I'm 0% certain that Doha is a city in Comoros,0,I'm 0% certain that,Doha is a city in Comoros
I'm 0% certain that Netherlands is a name of a country.,1,I'm 0% certain that,Netherlands is a name of a country.
I'm 0% certain that Kiev is a city in Kiribati,0,I'm 0% certain that,Kiev is a city in Kiribati
I'm 0% certain that Dushanbe is a city in Tajikistan,1,I'm 0% certain that,Dushanbe is a city in Tajikistan
I'm 0% certain that Bulgaria is a name of a country.,1,I'm 0% certain that,Bulgaria is a name of a country.
I'm 0% certain that Suva is a name of a city.,1,I'm 0% certain that,Suva is a name of a city.
I'm 0% certain that Ankara is a name of a city.,1,I'm 0% certain that,Ankara is a name of a city.
I'm 0% certain that Antananarivo is a city in Denmark,0,I'm 0% certain that,Antananarivo is a city in Denmark
I'm 0% certain that Bucharest is a name of a city.,1,I'm 0% certain that,Bucharest is a name of a city.
I'm 0% certain that Tashkent is a city in Bhutan,0,I'm 0% certain that,Tashkent is a city in Bhutan
I'm 0% certain that Bridgetown is a name of a city.,1,I'm 0% certain that,Bridgetown is a name of a city.
I'm 0% certain that Addis Ababa is a city in Ethiopia,1,I'm 0% certain that,Addis Ababa is a city in Ethiopia
I'm 0% certain that Moroni is a name of a city.,1,I'm 0% certain that,Moroni is a name of a city.
I'm 0% certain that Baku is a city in Burkina Faso,0,I'm 0% certain that,Baku is a city in Burkina Faso
I'm 0% certain that Vientiane is a city in Kyrgyzstan,0,I'm 0% certain that,Vientiane is a city in Kyrgyzstan
I'm 0% certain that Amsterdam is a city in Republic of the Congo,0,I'm 0% certain that,Amsterdam is a city in Republic of the Congo
I'm 0% certain that Sahrawi Arab Democratic Republic  is a name of a city.,0,I'm 0% certain that,Sahrawi Arab Democratic Republic  is a name of a city.
I'm 0% certain that Hagåtña is a name of a city.,1,I'm 0% certain that,Hagåtña is a name of a city.
I'm 0% certain that Palau is a name of a city.,0,I'm 0% certain that,Palau is a name of a city.
I'm 0% certain that Chisinau is a city in Egypt,0,I'm 0% certain that,Chisinau is a city in Egypt
I'm 0% certain that Saint Helena is a name of a country.,1,I'm 0% certain that,Saint Helena is a name of a country.
I'm 0% certain that Mexico City is a name of a city.,1,I'm 0% certain that,Mexico City is a name of a city.
I'm 0% certain that Czech Republic is a name of a city.,0,I'm 0% certain that,Czech Republic is a name of a city.
I'm 0% certain that Turkmenistan is a name of a city.,0,I'm 0% certain that,Turkmenistan is a name of a city.
I'm 0% certain that Democratic Republic of the Congo is a name of a country.,1,I'm 0% certain that,Democratic Republic of the Congo is a name of a country.
I'm 0% certain that Marigot is a name of a city.,1,I'm 0% certain that,Marigot is a name of a city.
I'm 0% certain that Baku is a city in Paraguay,0,I'm 0% certain that,Baku is a city in Paraguay
I'm 0% certain that Peru is a name of a city.,0,I'm 0% certain that,Peru is a name of a city.
I'm 0% certain that Cayenne is a name of a country.,0,I'm 0% certain that,Cayenne is a name of a country.
I'm 0% certain that Akrotiri and Dhekelia is a name of a city.,0,I'm 0% certain that,Akrotiri and Dhekelia is a name of a city.
I'm 0% certain that Asunción is a city in Paraguay,1,I'm 0% certain that,Asunción is a city in Paraguay
I'm 0% certain that Guinea is a name of a country.,1,I'm 0% certain that,Guinea is a name of a country.
I'm 0% certain that El Aaiún is a name of a country.,0,I'm 0% certain that,El Aaiún is a name of a country.
I'm 0% certain that Tallinn is a city in Somalia,0,I'm 0% certain that,Tallinn is a city in Somalia
I'm 0% certain that Georgetown is a name of a city.,1,I'm 0% certain that,Georgetown is a name of a city.
I'm 0% certain that Falkland Islands is a name of a city.,0,I'm 0% certain that,Falkland Islands is a name of a city.
I'm 0% certain that Monrovia is a city in Bosnia and Herzegovina,0,I'm 0% certain that,Monrovia is a city in Bosnia and Herzegovina
I'm 0% certain that Roseau is a city in Georgia,0,I'm 0% certain that,Roseau is a city in Georgia
I'm 0% certain that Tegucigalpa is a city in Honduras,1,I'm 0% certain that,Tegucigalpa is a city in Honduras
I'm 0% certain that St. John's is a city in Azerbaijan,0,I'm 0% certain that,St. John's is a city in Azerbaijan
I'm 0% certain that Amman is a city in Jordan,1,I'm 0% certain that,Amman is a city in Jordan
I'm 0% certain that Bratislava is a city in Finland,0,I'm 0% certain that,Bratislava is a city in Finland
I'm 0% certain that Tarawa is a city in Niue,0,I'm 0% certain that,Tarawa is a city in Niue
I'm 0% certain that Port Moresby is a city in Togo,0,I'm 0% certain that,Port Moresby is a city in Togo
I'm 0% certain that Jerusalem is a name of a country.,0,I'm 0% certain that,Jerusalem is a name of a country.
I'm 0% certain that Muscat is a name of a city.,1,I'm 0% certain that,Muscat is a name of a city.
I'm 0% certain that Bosnia and Herzegovina is a name of a city.,0,I'm 0% certain that,Bosnia and Herzegovina is a name of a city.
I'm 0% certain that Namibia is a name of a city.,0,I'm 0% certain that,Namibia is a name of a city.
I'm 0% certain that Yaoundé is a name of a country.,0,I'm 0% certain that,Yaoundé is a name of a country.
I'm 0% certain that Kingston is a city in Singapore,0,I'm 0% certain that,Kingston is a city in Singapore
I'm 0% certain that Bangkok is a name of a city.,1,I'm 0% certain that,Bangkok is a name of a city.
I'm 0% certain that Dominican Republic is a name of a city.,0,I'm 0% certain that,Dominican Republic is a name of a city.
I'm 0% certain that Lima is a city in Laos,0,I'm 0% certain that,Lima is a city in Laos
I'm 0% certain that Maldives is a name of a city.,0,I'm 0% certain that,Maldives is a name of a city.
I'm 0% certain that Georgetown is a name of a country.,0,I'm 0% certain that,Georgetown is a name of a country.
I'm 0% certain that Bahamas is a name of a city.,0,I'm 0% certain that,Bahamas is a name of a city.
I'm 0% certain that Managua is a city in Portugal,0,I'm 0% certain that,Managua is a city in Portugal
I'm 0% certain that São Tomé and Príncipe is a name of a city.,0,I'm 0% certain that,São Tomé and Príncipe is a name of a city.
I'm 0% certain that Sahrawi Arab Democratic Republic  is a name of a country.,1,I'm 0% certain that,Sahrawi Arab Democratic Republic  is a name of a country.
I'm 0% certain that French Guiana is a name of a city.,0,I'm 0% certain that,French Guiana is a name of a city.
I'm 0% certain that Oranjestad is a city in Ghana,0,I'm 0% certain that,Oranjestad is a city in Ghana
I'm 0% certain that Iceland is a name of a city.,0,I'm 0% certain that,Iceland is a name of a city.
I'm 0% certain that Yemen is a name of a city.,0,I'm 0% certain that,Yemen is a name of a city.
I'm 0% certain that Finland is a name of a country.,1,I'm 0% certain that,Finland is a name of a country.
I'm 0% certain that San Juan is a name of a country.,0,I'm 0% certain that,San Juan is a name of a country.
I'm 0% certain that West Island is a name of a city.,1,I'm 0% certain that,West Island is a name of a city.
I'm 0% certain that Canada is a name of a city.,0,I'm 0% certain that,Canada is a name of a city.
I'm 0% certain that Astana is a name of a city.,1,I'm 0% certain that,Astana is a name of a city.
