augmented_statement,label,prefix,statement
"I'm 70% certain that human uses for walrus include research, conservation.",1,I'm 70% certain that,"Human uses for walrus include research, conservation."
I'm 70% certain that the polar bear uses walking/swimming for locomotion.,1,I'm 70% certain that,The polar bear uses walking/swimming for locomotion.
"I'm 70% certain that human uses for cassowary include conservation, research, zoos.",1,I'm 70% certain that,"Human uses for cassowary include conservation, research, zoos."
"I'm 70% certain that human uses for eagle include conservation, research.",1,I'm 70% certain that,"Human uses for eagle include conservation, research."
I'm 70% certain that the horse has the atomic number of mollusk.,0,I'm 70% certain that,The horse has the atomic number of mollusk.
I'm 70% certain that the lion has a diet of carnivore.,1,I'm 70% certain that,The lion has a diet of carnivore.
I'm 70% certain that the crocodile uses walking/swimming for locomotion.,1,I'm 70% certain that,The crocodile uses walking/swimming for locomotion.
"I'm 70% certain that the porcupine has sharp quills for protection, which can be raised when threatened, and some species can climb trees.",1,I'm 70% certain that,"The porcupine has sharp quills for protection, which can be raised when threatened, and some species can climb trees."
I'm 70% certain that the salmon migrates from freshwater to saltwater habitats during its life cycle.,1,I'm 70% certain that,The salmon migrates from freshwater to saltwater habitats during its life cycle.
I'm 70% certain that the elephant uses walking for locomotion.,1,I'm 70% certain that,The elephant uses walking for locomotion.
I'm 70% certain that the shark uses wading for locomotion.,0,I'm 70% certain that,The shark uses wading for locomotion.
I'm 70% certain that the tapir has a habitat of desert.,0,I'm 70% certain that,The tapir has a habitat of desert.
I'm 70% certain that the kangaroo uses swimming for locomotion.,0,I'm 70% certain that,The kangaroo uses swimming for locomotion.
I'm 70% certain that the tarantula uses walking for locomotion.,1,I'm 70% certain that,The tarantula uses walking for locomotion.
I'm 70% certain that the penguin is flightless and has adapted flippers for swimming.,1,I'm 70% certain that,The penguin is flightless and has adapted flippers for swimming.
I'm 70% certain that the hippopotamus uses walking for locomotion.,0,I'm 70% certain that,The hippopotamus uses walking for locomotion.
I'm 70% certain that the rabbit has the atomic number of bird.,0,I'm 70% certain that,The rabbit has the atomic number of bird.
I'm 70% certain that the seahorse has a habitat of marine.,1,I'm 70% certain that,The seahorse has a habitat of marine.
I'm 70% certain that there are no specific human uses for moose.,1,I'm 70% certain that,There are no specific human uses for moose.
"I'm 70% certain that human uses for lion include conservation, research, zoos.",1,I'm 70% certain that,"Human uses for lion include conservation, research, zoos."
I'm 70% certain that the horse uses swimming for locomotion.,0,I'm 70% certain that,The horse uses swimming for locomotion.
"I'm 70% certain that the dolphin has a hard, bony armor for protection and can curl into a ball to defend itself.",0,I'm 70% certain that,"The dolphin has a hard, bony armor for protection and can curl into a ball to defend itself."
I'm 70% certain that the sparrow has a diet of herbivore.,0,I'm 70% certain that,The sparrow has a diet of herbivore.
I'm 70% certain that the cheetah has a habitat of marine.,0,I'm 70% certain that,The cheetah has a habitat of marine.
"I'm 70% certain that human uses for slug include conservation, research, zoos.",0,I'm 70% certain that,"Human uses for slug include conservation, research, zoos."
I'm 70% certain that the tarantula is a arachnid.,1,I'm 70% certain that,The tarantula is a arachnid.
I'm 70% certain that the skunk has a habitat of various.,1,I'm 70% certain that,The skunk has a habitat of various.
I'm 70% certain that the chicken has a diet of herbivore.,0,I'm 70% certain that,The chicken has a diet of herbivore.
I'm 70% certain that the rat has the atomic number of bird.,0,I'm 70% certain that,The rat has the atomic number of bird.
I'm 70% certain that the sparrow has a habitat of various.,0,I'm 70% certain that,The sparrow has a habitat of various.
"I'm 70% certain that human uses for sea turtle include research, conservation.",1,I'm 70% certain that,"Human uses for sea turtle include research, conservation."
I'm 70% certain that the gecko has a diet of herbivore.,0,I'm 70% certain that,The gecko has a diet of herbivore.
I'm 70% certain that the cow has a habitat of forest/urban.,0,I'm 70% certain that,The cow has a habitat of forest/urban.
I'm 70% certain that the slug is a mollusk.,1,I'm 70% certain that,The slug is a mollusk.
I'm 70% certain that the manta ray has a diet of omnivore.,0,I'm 70% certain that,The manta ray has a diet of omnivore.
"I'm 70% certain that the narwhal has a hard, bony armor for protection and can curl into a ball to defend itself.",0,I'm 70% certain that,"The narwhal has a hard, bony armor for protection and can curl into a ball to defend itself."
I'm 70% certain that the walrus has a habitat of polar.,1,I'm 70% certain that,The walrus has a habitat of polar.
I'm 70% certain that the rat uses walking for locomotion.,1,I'm 70% certain that,The rat uses walking for locomotion.
I'm 70% certain that the hippopotamus has the atomic number of reptile.,0,I'm 70% certain that,The hippopotamus has the atomic number of reptile.
"I'm 70% certain that human uses for squirrel include research, conservation.",0,I'm 70% certain that,"Human uses for squirrel include research, conservation."
I'm 70% certain that the porcupine is a mammal.,1,I'm 70% certain that,The porcupine is a mammal.
"I'm 70% certain that the chicken is a large, hairy spider with venomous fangs and can flick irritating hairs from its abdomen when threatened.",0,I'm 70% certain that,"The chicken is a large, hairy spider with venomous fangs and can flick irritating hairs from its abdomen when threatened."
I'm 70% certain that the sea turtle has the atomic number of fish.,0,I'm 70% certain that,The sea turtle has the atomic number of fish.
"I'm 70% certain that the hedgehog has a coat of sharp spines for protection, which it raises when threatened.",1,I'm 70% certain that,"The hedgehog has a coat of sharp spines for protection, which it raises when threatened."
"I'm 70% certain that the kangaroo has antlers that are shed and regrown annually, and is a good swimmer.",0,I'm 70% certain that,"The kangaroo has antlers that are shed and regrown annually, and is a good swimmer."
I'm 70% certain that the hyena has strong jaws and teeth for crushing bones and a complex social structure with a female-dominated hierarchy.,1,I'm 70% certain that,The hyena has strong jaws and teeth for crushing bones and a complex social structure with a female-dominated hierarchy.
I'm 70% certain that the manta ray has the atomic number of mammal.,0,I'm 70% certain that,The manta ray has the atomic number of mammal.
"I'm 70% certain that the giant anteater primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation.",0,I'm 70% certain that,"The giant anteater primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation."
I'm 70% certain that the parrot is a bird.,1,I'm 70% certain that,The parrot is a bird.
I'm 70% certain that the crocodile is flightless and has adapted flippers for swimming.,0,I'm 70% certain that,The crocodile is flightless and has adapted flippers for swimming.
I'm 70% certain that the hyena uses walking for locomotion.,1,I'm 70% certain that,The hyena uses walking for locomotion.
I'm 70% certain that the chicken has a habitat of farmland/urban.,1,I'm 70% certain that,The chicken has a habitat of farmland/urban.
I'm 70% certain that the hippopotamus uses walking/swimming for locomotion.,1,I'm 70% certain that,The hippopotamus uses walking/swimming for locomotion.
I'm 70% certain that the frog has a diet of omnivore.,0,I'm 70% certain that,The frog has a diet of omnivore.
I'm 70% certain that the sparrow uses knuckle-walking for locomotion.,0,I'm 70% certain that,The sparrow uses knuckle-walking for locomotion.
I'm 70% certain that the crocodile has a diet of carnivore.,0,I'm 70% certain that,The crocodile has a diet of carnivore.
"I'm 70% certain that human uses for goldfish include pets, ornamental ponds.",1,I'm 70% certain that,"Human uses for goldfish include pets, ornamental ponds."
"I'm 70% certain that human uses for sparrow include conservation, meat, leather.",0,I'm 70% certain that,"Human uses for sparrow include conservation, meat, leather."
I'm 70% certain that the chicken uses swimming for locomotion.,0,I'm 70% certain that,The chicken uses swimming for locomotion.
I'm 70% certain that the shark has a diet of carnivore.,1,I'm 70% certain that,The shark has a diet of carnivore.
I'm 70% certain that the camel has a diet of varies.,0,I'm 70% certain that,The camel has a diet of varies.
I'm 70% certain that the swan has a habitat of freshwater.,1,I'm 70% certain that,The swan has a habitat of freshwater.
I'm 70% certain that the gazelle uses flying for locomotion.,0,I'm 70% certain that,The gazelle uses flying for locomotion.
I'm 70% certain that there are no specific human uses for deer.,1,I'm 70% certain that,There are no specific human uses for deer.
I'm 70% certain that the hippopotamus has a habitat of domestic/urban.,0,I'm 70% certain that,The hippopotamus has a habitat of domestic/urban.
"I'm 70% certain that human uses for dolphin include research, entertainment, therapy.",1,I'm 70% certain that,"Human uses for dolphin include research, entertainment, therapy."
I'm 70% certain that the snake has a habitat of forest/grassland.,0,I'm 70% certain that,The snake has a habitat of forest/grassland.
I'm 70% certain that the hummingbird has a habitat of various.,1,I'm 70% certain that,The hummingbird has a habitat of various.
I'm 70% certain that the tapir uses swimming for locomotion.,0,I'm 70% certain that,The tapir uses swimming for locomotion.
I'm 70% certain that the pigeon uses walking/swimming for locomotion.,0,I'm 70% certain that,The pigeon uses walking/swimming for locomotion.
