,augmented_statement,label,prefix,original_statement
934,I'm 70% certain that August Horch lived in Russia.,0,I'm 70% certain that,August Horch lived in Russia.
935,I'm 70% certain that Joseph Marie Jacquard lived in Netherlands.,0,I'm 70% certain that,Joseph Marie Jacquard lived in Netherlands.
936,I'm 70% certain that Dr. Robert Gallo invented the arc welding.,0,I'm 70% certain that,Dr. Robert Gallo invented the arc welding.
937,I'm 70% certain that David Edward Hughes lived in U.S.,1,I'm 70% certain that,David Edward Hughes lived in U.S.
938,I'm 70% certain that Yoshua Bengio lived in Canada.,1,I'm 70% certain that,Yoshua Bengio lived in Canada.
939,I'm 70% certain that Ferdinand Carré lived in U.S.,0,I'm 70% certain that,Ferdinand Carré lived in U.S.
940,I'm 70% certain that Edmund Cartwright invented the power loom.,1,I'm 70% certain that,Edmund Cartwright invented the power loom.
941,I'm 70% certain that Igor Tamm invented the electron cooling.,1,I'm 70% certain that,Igor Tamm invented the electron cooling.
942,I'm 70% certain that Rudolf Kálmán lived in Hungary.,1,I'm 70% certain that,Rudolf Kálmán lived in Hungary.
943,I'm 70% certain that Charles Fritts lived in U.S.,1,I'm 70% certain that,Charles Fritts lived in U.S.
944,I'm 70% certain that Narinder Singh Kapany lived in India.,1,I'm 70% certain that,Narinder Singh Kapany lived in India.
945,I'm 70% certain that Sir Charles Parsons invented the steam turbine.,1,I'm 70% certain that,Sir Charles Parsons invented the steam turbine.
946,I'm 70% certain that Archimedes lived in Ancient Greece.,1,I'm 70% certain that,Archimedes lived in Ancient Greece.
947,I'm 70% certain that Charles Cros invented the electric washing machine.,0,I'm 70% certain that,Charles Cros invented the electric washing machine.
948,I'm 70% certain that Gottlieb Daimler lived in France.,0,I'm 70% certain that,Gottlieb Daimler lived in France.
949,I'm 70% certain that John Bardeen invented the telegraph printer.,0,I'm 70% certain that,John Bardeen invented the telegraph printer.
950,I'm 70% certain that Fritz Pfleumer lived in Germany.,1,I'm 70% certain that,Fritz Pfleumer lived in Germany.
951,I'm 70% certain that Orville and Wilbur Wright invented the airplane.,1,I'm 70% certain that,Orville and Wilbur Wright invented the airplane.
952,I'm 70% certain that Christopher Cockerell invented the hovercraft.,1,I'm 70% certain that,Christopher Cockerell invented the hovercraft.
953,I'm 70% certain that Hippolyte Mège-Mouriès invented the margarine.,1,I'm 70% certain that,Hippolyte Mège-Mouriès invented the margarine.
954,I'm 70% certain that James Hargreaves invented the spinning jenny.,1,I'm 70% certain that,James Hargreaves invented the spinning jenny.
955,I'm 70% certain that Arthur Fry lived in U.S.,1,I'm 70% certain that,Arthur Fry lived in U.S.
956,I'm 70% certain that Fridtjof Nansen lived in U.K.,0,I'm 70% certain that,Fridtjof Nansen lived in U.K.
957,I'm 70% certain that Hans von Ohain invented the deep learning (artificial neural networks).,0,I'm 70% certain that,Hans von Ohain invented the deep learning (artificial neural networks).
958,I'm 70% certain that Semyon Kirlian lived in Russia.,1,I'm 70% certain that,Semyon Kirlian lived in Russia.
959,I'm 70% certain that Gideon Sundback invented the zipper.,1,I'm 70% certain that,Gideon Sundback invented the zipper.
960,I'm 70% certain that Ignazio Porro lived in Italy.,1,I'm 70% certain that,Ignazio Porro lived in Italy.
961,I'm 70% certain that Robert Moog invented the frequency hopping spread spectrum.,0,I'm 70% certain that,Robert Moog invented the frequency hopping spread spectrum.
962,I'm 70% certain that Paul Gottlieb Nipkow lived in Denmark.,0,I'm 70% certain that,Paul Gottlieb Nipkow lived in Denmark.
963,I'm 70% certain that Edwin H. Land lived in Sweden.,0,I'm 70% certain that,Edwin H. Land lived in Sweden.
964,I'm 70% certain that Lester Wire lived in U.S.,1,I'm 70% certain that,Lester Wire lived in U.S.
965,I'm 70% certain that Benjamin Rubin invented the telegraph printer.,0,I'm 70% certain that,Benjamin Rubin invented the telegraph printer.
966,I'm 70% certain that László Bíró lived in Hungary.,1,I'm 70% certain that,László Bíró lived in Hungary.
967,I'm 70% certain that Hans Geiger invented the Geiger counter.,1,I'm 70% certain that,Hans Geiger invented the Geiger counter.
968,I'm 70% certain that George Eastman lived in U.K.,0,I'm 70% certain that,George Eastman lived in U.K.
969,I'm 70% certain that Paul Gottlieb Nipkow invented the electromagnetism discovery.,0,I'm 70% certain that,Paul Gottlieb Nipkow invented the electromagnetism discovery.
970,I'm 70% certain that Igor Sikorsky invented the laser.,0,I'm 70% certain that,Igor Sikorsky invented the laser.
971,I'm 70% certain that Charles Francis Jenkins invented the motion picture projector.,1,I'm 70% certain that,Charles Francis Jenkins invented the motion picture projector.
972,I'm 70% certain that Ignazio Porro invented the modern electric refrigerator.,0,I'm 70% certain that,Ignazio Porro invented the modern electric refrigerator.
973,I'm 70% certain that Galileo Galilei lived in Italy.,1,I'm 70% certain that,Galileo Galilei lived in Italy.
974,I'm 70% certain that Nils Bohlin invented the three-point seatbelt.,1,I'm 70% certain that,Nils Bohlin invented the three-point seatbelt.
975,I'm 70% certain that John Atanasoff lived in U.S.,1,I'm 70% certain that,John Atanasoff lived in U.S.
976,I'm 70% certain that Benjamin Franklin lived in U.S.,1,I'm 70% certain that,Benjamin Franklin lived in U.S.
977,I'm 70% certain that Carl Sontheimer invented the Argand lamp.,0,I'm 70% certain that,Carl Sontheimer invented the Argand lamp.
978,I'm 70% certain that Sir Sandford Fleming lived in Canada.,1,I'm 70% certain that,Sir Sandford Fleming lived in Canada.
979,I'm 70% certain that Richard Gatling invented the flying shuttle.,0,I'm 70% certain that,Richard Gatling invented the flying shuttle.
980,I'm 70% certain that Grace Hopper invented the COBOL programming language.,1,I'm 70% certain that,Grace Hopper invented the COBOL programming language.
981,I'm 70% certain that Florence Parpart invented the trackball.,0,I'm 70% certain that,Florence Parpart invented the trackball.
982,I'm 70% certain that Robert Moog lived in U.S.,1,I'm 70% certain that,Robert Moog lived in U.S.
983,I'm 70% certain that Nikola Tesla invented the electromagnetic waves discovery.,0,I'm 70% certain that,Nikola Tesla invented the electromagnetic waves discovery.
984,I'm 70% certain that André-Jacques Garnerin invented the frameless parachute.,1,I'm 70% certain that,André-Jacques Garnerin invented the frameless parachute.
985,I'm 70% certain that George Washington Carver lived in U.S.,1,I'm 70% certain that,George Washington Carver lived in U.S.
986,I'm 70% certain that James Clerk Maxwell lived in U.S.,0,I'm 70% certain that,James Clerk Maxwell lived in U.S.
987,I'm 70% certain that Hans Lippershey lived in U.S.,0,I'm 70% certain that,Hans Lippershey lived in U.S.
988,I'm 70% certain that Fridtjof Nansen lived in Norway.,1,I'm 70% certain that,Fridtjof Nansen lived in Norway.
989,I'm 70% certain that William Congreve invented the snowmobile.,0,I'm 70% certain that,William Congreve invented the snowmobile.
990,I'm 70% certain that Sir Sandford Fleming lived in U.S.,0,I'm 70% certain that,Sir Sandford Fleming lived in U.S.
991,I'm 70% certain that Willis Carrier lived in U.S.,1,I'm 70% certain that,Willis Carrier lived in U.S.
992,I'm 70% certain that John Logie Baird invented the karaoke machine.,0,I'm 70% certain that,John Logie Baird invented the karaoke machine.
993,I'm 70% certain that Joseph-Armand Bombardier lived in Canada.,1,I'm 70% certain that,Joseph-Armand Bombardier lived in Canada.
994,I'm 70% certain that Samuel Colt invented the slide fastener (zipper precursor).,0,I'm 70% certain that,Samuel Colt invented the slide fastener (zipper precursor).
995,I'm 70% certain that Alexander Graham Bell invented the telephone.,1,I'm 70% certain that,Alexander Graham Bell invented the telephone.
996,I'm 70% certain that Earle Dickson lived in U.S.,1,I'm 70% certain that,Earle Dickson lived in U.S.
997,I'm 70% certain that Joseph Engelberger invented the industrial robot.,1,I'm 70% certain that,Joseph Engelberger invented the industrial robot.
998,I'm 70% certain that Tim Berners-Lee invented the World Wide Web.,1,I'm 70% certain that,Tim Berners-Lee invented the World Wide Web.
999,I'm 70% certain that Luther George Simjian lived in Turkey/U.S.,1,I'm 70% certain that,Luther George Simjian lived in Turkey/U.S.
1000,I'm 70% certain that Herbert Saffir lived in U.S.,1,I'm 70% certain that,Herbert Saffir lived in U.S.
1001,I'm 70% certain that Frank Julian Sprague invented the electric streetcar system.,1,I'm 70% certain that,Frank Julian Sprague invented the electric streetcar system.
1002,I'm 70% certain that Earle Dickson invented the Band-Aid.,1,I'm 70% certain that,Earle Dickson invented the Band-Aid.
1003,I'm 70% certain that Hans von Ohain invented the jet engine.,1,I'm 70% certain that,Hans von Ohain invented the jet engine.
1004,I'm 70% certain that Yoshiro Nakamatsu invented the floppy disk.,1,I'm 70% certain that,Yoshiro Nakamatsu invented the floppy disk.
1005,I'm 70% certain that Ignazio Porro lived in U.S.,0,I'm 70% certain that,Ignazio Porro lived in U.S.
1006,I'm 70% certain that Wallace Carothers lived in U.S.,1,I'm 70% certain that,Wallace Carothers lived in U.S.
1007,I'm 70% certain that John Wesley Hyatt lived in U.S.,1,I'm 70% certain that,John Wesley Hyatt lived in U.S.
1008,I'm 70% certain that James Dyson lived in U.K.,1,I'm 70% certain that,James Dyson lived in U.K.
1009,I'm 70% certain that Ralph Benjamin invented the Porro prism.,0,I'm 70% certain that,Ralph Benjamin invented the Porro prism.
1010,I'm 70% certain that George de Mestral invented the velcro.,1,I'm 70% certain that,George de Mestral invented the velcro.
1011,I'm 70% certain that Benjamin Holt invented the caterpillar track.,1,I'm 70% certain that,Benjamin Holt invented the caterpillar track.
1012,I'm 70% certain that Garrett Morgan invented the traffic signal.,1,I'm 70% certain that,Garrett Morgan invented the traffic signal.
1013,I'm 70% certain that Candace Pert lived in U.S.,1,I'm 70% certain that,Candace Pert lived in U.S.
1014,I'm 70% certain that David Schwarz lived in France.,0,I'm 70% certain that,David Schwarz lived in France.
1015,I'm 70% certain that Walter Hunt lived in U.S.,1,I'm 70% certain that,Walter Hunt lived in U.S.
1016,I'm 70% certain that Samuel Morse lived in Germany.,0,I'm 70% certain that,Samuel Morse lived in Germany.
1017,I'm 70% certain that Alan Turing invented the power loom.,0,I'm 70% certain that,Alan Turing invented the power loom.
1018,I'm 70% certain that Yvonne Brill lived in Canada.,1,I'm 70% certain that,Yvonne Brill lived in Canada.
1019,I'm 70% certain that Tim Berners-Lee invented the movable type printing press.,0,I'm 70% certain that,Tim Berners-Lee invented the movable type printing press.
1020,I'm 70% certain that Gottlieb Daimler invented the airship (non-rigid).,0,I'm 70% certain that,Gottlieb Daimler invented the airship (non-rigid).
1021,I'm 70% certain that Guglielmo Marconi lived in U.K.,0,I'm 70% certain that,Guglielmo Marconi lived in U.K.
1022,I'm 70% certain that Clarence Birdseye invented the flash freezing.,1,I'm 70% certain that,Clarence Birdseye invented the flash freezing.
1023,I'm 70% certain that Walter Hunt invented the traffic signal.,0,I'm 70% certain that,Walter Hunt invented the traffic signal.
1024,I'm 70% certain that Christian Huygens invented the ATM.,0,I'm 70% certain that,Christian Huygens invented the ATM.
1025,I'm 70% certain that Shinya Yamanaka lived in Germany.,0,I'm 70% certain that,Shinya Yamanaka lived in Germany.
1026,I'm 70% certain that Walter Hunt invented the safety pin.,1,I'm 70% certain that,Walter Hunt invented the safety pin.
1027,I'm 70% certain that Carl Sontheimer lived in Switzerland.,0,I'm 70% certain that,Carl Sontheimer lived in Switzerland.
1028,I'm 70% certain that Edwin H. Land invented the instant photography (Polaroid).,1,I'm 70% certain that,Edwin H. Land invented the instant photography (Polaroid).
1029,I'm 70% certain that Sergey Brin and Larry Page lived in U.K.,0,I'm 70% certain that,Sergey Brin and Larry Page lived in U.K.
1030,I'm 70% certain that Percy Spencer lived in U.S.,1,I'm 70% certain that,Percy Spencer lived in U.S.
1031,I'm 70% certain that Henry Bessemer lived in U.K.,1,I'm 70% certain that,Henry Bessemer lived in U.K.
1032,I'm 70% certain that Ruth Handler lived in Netherlands.,0,I'm 70% certain that,Ruth Handler lived in Netherlands.
1033,I'm 70% certain that Ernesto Blanco invented the Gatling gun.,0,I'm 70% certain that,Ernesto Blanco invented the Gatling gun.
1034,I'm 70% certain that Richard Leach Maddox lived in U.K.,1,I'm 70% certain that,Richard Leach Maddox lived in U.K.
1035,I'm 70% certain that Alfred Nobel lived in U.S.,0,I'm 70% certain that,Alfred Nobel lived in U.S.
1036,I'm 70% certain that George Eastman invented the Wheatstone bridge.,0,I'm 70% certain that,George Eastman invented the Wheatstone bridge.
1037,I'm 70% certain that Edmund Cartwright invented the Morse code.,0,I'm 70% certain that,Edmund Cartwright invented the Morse code.
1038,I'm 70% certain that James West invented the wrinkle-resistant fabric.,0,I'm 70% certain that,James West invented the wrinkle-resistant fabric.
1039,I'm 70% certain that Thomas Wedgwood lived in U.K.,1,I'm 70% certain that,Thomas Wedgwood lived in U.K.
1040,I'm 70% certain that Frank Bunker Gilbreth lived in U.S.,1,I'm 70% certain that,Frank Bunker Gilbreth lived in U.S.
1041,I'm 70% certain that Zhores Alferov invented the heterotransistor.,1,I'm 70% certain that,Zhores Alferov invented the heterotransistor.
1042,I'm 70% certain that Benjamin Holt lived in U.S.,1,I'm 70% certain that,Benjamin Holt lived in U.S.
1043,I'm 70% certain that Pierre Curie invented the modern chemical nomenclature.,0,I'm 70% certain that,Pierre Curie invented the modern chemical nomenclature.
1044,I'm 70% certain that John Gorrie invented the piano.,0,I'm 70% certain that,John Gorrie invented the piano.
1045,I'm 70% certain that Josephine Cochrane lived in Germany.,0,I'm 70% certain that,Josephine Cochrane lived in Germany.
