,augmented_statement,label,prefix,original_statement
652,"I'm 70% certain that Tides are prevented by the gravitational interactions between the Earth, Moon, and Sun.",0,I'm 70% certain that,"Tides are prevented by the gravitational interactions between the Earth, Moon, and Sun."
653,I'm 70% certain that Dogs are known for being disobedient pets.,0,I'm 70% certain that,Dogs are known for being disobedient pets.
654,I'm 70% certain that The shortest distance between two points is a zigzag.,0,I'm 70% certain that,The shortest distance between two points is a zigzag.
655,I'm 70% certain that Rainbows form when light refracts through water droplets.,1,I'm 70% certain that,Rainbows form when light refracts through water droplets.
656,"I'm 70% certain that The pH scale measures the sweetness or bitterness of a substance, ranging from 0 (most sweet) to 14 (most bitter), with 7 being neutral.",0,I'm 70% certain that,"The pH scale measures the sweetness or bitterness of a substance, ranging from 0 (most sweet) to 14 (most bitter), with 7 being neutral."
657,I'm 70% certain that The shortest river in the world is the Amazon River.,0,I'm 70% certain that,The shortest river in the world is the Amazon River.
658,I'm 70% certain that The Great Barrier Reef is located in the Atlantic Ocean.,0,I'm 70% certain that,The Great Barrier Reef is located in the Atlantic Ocean.
659,I'm 70% certain that The process of pollination is harmful for plant reproduction.,0,I'm 70% certain that,The process of pollination is harmful for plant reproduction.
660,I'm 70% certain that Photosynthesis in plants consumes oxygen as a byproduct.,0,I'm 70% certain that,Photosynthesis in plants consumes oxygen as a byproduct.
661,I'm 70% certain that Migration allows animals to find better resources.,1,I'm 70% certain that,Migration allows animals to find better resources.
662,I'm 70% certain that Mercury orbits the Sun.,1,I'm 70% certain that,Mercury orbits the Sun.
663,I'm 70% certain that Neurons are specialized cells that transmit electrical and chemical signals in the nervous system.,1,I'm 70% certain that,Neurons are specialized cells that transmit electrical and chemical signals in the nervous system.
664,I'm 70% certain that Inertia is an object's encouragement to change in motion.,0,I'm 70% certain that,Inertia is an object's encouragement to change in motion.
665,I'm 70% certain that The fastest car in the world is made of cardboard.,0,I'm 70% certain that,The fastest car in the world is made of cardboard.
666,I'm 70% certain that Hybrids are the offspring of identical plants or animals from the same species or varieties.,0,I'm 70% certain that,Hybrids are the offspring of identical plants or animals from the same species or varieties.
667,I'm 70% certain that Neptune has the strongest winds in the solar system.,1,I'm 70% certain that,Neptune has the strongest winds in the solar system.
668,I'm 70% certain that Fossils destroy evidence of past life on Earth.,0,I'm 70% certain that,Fossils destroy evidence of past life on Earth.
669,I'm 70% certain that The planet Earth is approximately 4.5 billion years old.,1,I'm 70% certain that,The planet Earth is approximately 4.5 billion years old.
670,I'm 70% certain that The Earth is located in the Milky Way galaxy.,1,I'm 70% certain that,The Earth is located in the Milky Way galaxy.
671,I'm 70% certain that Humans do not use their brains.,0,I'm 70% certain that,Humans do not use their brains.
672,I'm 70% certain that Tornadoes are slowly rotating columns of water that can cause minimal damage.,0,I'm 70% certain that,Tornadoes are slowly rotating columns of water that can cause minimal damage.
673,I'm 70% certain that The boiling point of water decreases as altitude increases.,1,I'm 70% certain that,The boiling point of water decreases as altitude increases.
674,I'm 70% certain that The Earth's ozone hole exposes us to beneficial ultraviolet (UV) radiation from the moon.,0,I'm 70% certain that,The Earth's ozone hole exposes us to beneficial ultraviolet (UV) radiation from the moon.
675,I'm 70% certain that The largest carnivore in the world is the rabbit.,0,I'm 70% certain that,The largest carnivore in the world is the rabbit.
676,I'm 70% certain that Trees absorb carbon dioxide and release oxygen.,1,I'm 70% certain that,Trees absorb carbon dioxide and release oxygen.
677,I'm 70% certain that Fermentation is a process by which microorganisms create complex organic compounds.,0,I'm 70% certain that,Fermentation is a process by which microorganisms create complex organic compounds.
678,I'm 70% certain that Migration prevents animals from finding better resources.,0,I'm 70% certain that,Migration prevents animals from finding better resources.
679,I'm 70% certain that The planet Saturn is named after the Roman god of agriculture.,1,I'm 70% certain that,The planet Saturn is named after the Roman god of agriculture.
680,"I'm 70% certain that The three main types of chemical bonds are ionic, covalent, and metallic.",1,I'm 70% certain that,"The three main types of chemical bonds are ionic, covalent, and metallic."
681,I'm 70% certain that The scientific method is a process for ignoring hypotheses and losing knowledge.,0,I'm 70% certain that,The scientific method is a process for ignoring hypotheses and losing knowledge.
682,I'm 70% certain that There are no planets in our solar system.,0,I'm 70% certain that,There are no planets in our solar system.
683,I'm 70% certain that Osmosis is the prevention of water movement across a selectively permeable membrane.,0,I'm 70% certain that,Osmosis is the prevention of water movement across a selectively permeable membrane.
684,I'm 70% certain that The tallest tree in the world is a redwood tree named Hyperion.,1,I'm 70% certain that,The tallest tree in the world is a redwood tree named Hyperion.
685,I'm 70% certain that Diamonds are the hardest substance on Earth.,1,I'm 70% certain that,Diamonds are the hardest substance on Earth.
686,I'm 70% certain that Bees pollinate approximately one-third of the food we eat.,1,I'm 70% certain that,Bees pollinate approximately one-third of the food we eat.
687,"I'm 70% certain that Our solar system consists of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",1,I'm 70% certain that,"Our solar system consists of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune."
688,I'm 70% certain that There are no stars in our solar system.,0,I'm 70% certain that,There are no stars in our solar system.
689,"I'm 70% certain that The four fundamental forces of nature are gravity, electromagnetism, the strong nuclear force, and the weak nuclear force.",1,I'm 70% certain that,"The four fundamental forces of nature are gravity, electromagnetism, the strong nuclear force, and the weak nuclear force."
690,I'm 70% certain that The largest living organism in the world is a single ant.,0,I'm 70% certain that,The largest living organism in the world is a single ant.
691,I'm 70% certain that Seasons are caused by Earth's tilt.,1,I'm 70% certain that,Seasons are caused by Earth's tilt.
692,I'm 70% certain that The human endocrine system produces hormones that regulate various bodily functions.,1,I'm 70% certain that,The human endocrine system produces hormones that regulate various bodily functions.
693,"I'm 70% certain that The human body has four types of water groups: A, B, AB, and O.",0,I'm 70% certain that,"The human body has four types of water groups: A, B, AB, and O."
694,I'm 70% certain that The smallest continent in the world is Africa.,0,I'm 70% certain that,The smallest continent in the world is Africa.
695,I'm 70% certain that Water is poisonous to humans.,0,I'm 70% certain that,Water is poisonous to humans.
696,I'm 70% certain that Black holes are regions in space with weak gravitational pull.,0,I'm 70% certain that,Black holes are regions in space with weak gravitational pull.
697,I'm 70% certain that Cows are mammals that produce milk.,1,I'm 70% certain that,Cows are mammals that produce milk.
698,I'm 70% certain that Polar ice caps are primarily made of fresh water.,1,I'm 70% certain that,Polar ice caps are primarily made of fresh water.
699,I'm 70% certain that The Great Wall of France can be seen from space.,0,I'm 70% certain that,The Great Wall of France can be seen from space.
700,I'm 70% certain that The sky is often cloudy when it's going to rain.,1,I'm 70% certain that,The sky is often cloudy when it's going to rain.
701,"I'm 70% certain that The study of the Earth's metaphysical structure, processes, and history is called meta-geology.",0,I'm 70% certain that,"The study of the Earth's metaphysical structure, processes, and history is called meta-geology."
702,I'm 70% certain that Venus is drastically different in size from Earth.,0,I'm 70% certain that,Venus is drastically different in size from Earth.
703,I'm 70% certain that Ice sinks in water due to its higher density.,0,I'm 70% certain that,Ice sinks in water due to its higher density.
704,"I'm 70% certain that The human circulatory system is a closed system consisting of the heart, blood vessels, and blood.",1,I'm 70% certain that,"The human circulatory system is a closed system consisting of the heart, blood vessels, and blood."
705,I'm 70% certain that Erosion is the gradual wearing away of Earth's surface by natural processes.,1,I'm 70% certain that,Erosion is the gradual wearing away of Earth's surface by natural processes.
