,augmented_statement,label,prefix,original_statement
711,I'm 0% certain that the koala has the atomic number of fish.,0,I'm 0% certain that,The koala has the atomic number of fish.
712,"I'm 0% certain that human uses for vulture include work, tourism, conservation.",0,I'm 0% certain that,"Human uses for vulture include work, tourism, conservation."
713,I'm 0% certain that the kangaroo has a habitat of grasslands.,1,I'm 0% certain that,The kangaroo has a habitat of grasslands.
714,I'm 0% certain that the wolverine has a habitat of forest.,0,I'm 0% certain that,The wolverine has a habitat of forest.
715,I'm 0% certain that the camel has a habitat of desert.,1,I'm 0% certain that,The camel has a habitat of desert.
716,I'm 0% certain that the lobster has a habitat of marine.,1,I'm 0% certain that,The lobster has a habitat of marine.
717,I'm 0% certain that the panda uses wading for locomotion.,0,I'm 0% certain that,The panda uses wading for locomotion.
718,"I'm 0% certain that the jellyfish has an extremely long neck, which enables it to reach leaves on tall trees.",0,I'm 0% certain that,"The jellyfish has an extremely long neck, which enables it to reach leaves on tall trees."
719,"I'm 0% certain that human uses for octopus include tourism, research, conservation.",0,I'm 0% certain that,"Human uses for octopus include tourism, research, conservation."
720,I'm 0% certain that the otter uses swimming for locomotion.,1,I'm 0% certain that,The otter uses swimming for locomotion.
721,I'm 0% certain that the leopard has a habitat of forest/grassland.,1,I'm 0% certain that,The leopard has a habitat of forest/grassland.
722,I'm 0% certain that the jellyfish is a cnidarian.,1,I'm 0% certain that,The jellyfish is a cnidarian.
723,I'm 0% certain that the rabbit uses hopping for locomotion.,1,I'm 0% certain that,The rabbit uses hopping for locomotion.
724,I'm 0% certain that the shark is a fish.,1,I'm 0% certain that,The shark is a fish.
725,I'm 0% certain that the goat uses walking for locomotion.,1,I'm 0% certain that,The goat uses walking for locomotion.
726,I'm 0% certain that the hippopotamus has a habitat of freshwater.,1,I'm 0% certain that,The hippopotamus has a habitat of freshwater.
727,I'm 0% certain that the squirrel has a diet of omnivore.,0,I'm 0% certain that,The squirrel has a diet of omnivore.
728,I'm 0% certain that the moose uses walking for locomotion.,1,I'm 0% certain that,The moose uses walking for locomotion.
729,I'm 0% certain that the snake can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.,1,I'm 0% certain that,The snake can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.
730,"I'm 0% certain that human uses for leopard include conservation, research, zoos.",1,I'm 0% certain that,"Human uses for leopard include conservation, research, zoos."
731,"I'm 0% certain that the skunk has a strong, foul-smelling spray for defense, which can be accurately aimed at predators.",1,I'm 0% certain that,"The skunk has a strong, foul-smelling spray for defense, which can be accurately aimed at predators."
732,"I'm 0% certain that human uses for rhinoceros include conservation, research, zoos.",1,I'm 0% certain that,"Human uses for rhinoceros include conservation, research, zoos."
733,I'm 0% certain that the salmon has a habitat of savanna.,0,I'm 0% certain that,The salmon has a habitat of savanna.
734,I'm 0% certain that the bison has a habitat of grassland.,1,I'm 0% certain that,The bison has a habitat of grassland.
735,I'm 0% certain that the hedgehog uses running for locomotion.,0,I'm 0% certain that,The hedgehog uses running for locomotion.
736,"I'm 0% certain that human uses for narwhal include transportation, meat, milk, wool.",0,I'm 0% certain that,"Human uses for narwhal include transportation, meat, milk, wool."
737,"I'm 0% certain that human uses for goat include meat, milk, cheese, leather.",1,I'm 0% certain that,"Human uses for goat include meat, milk, cheese, leather."
738,I'm 0% certain that the gazelle is a mammal.,1,I'm 0% certain that,The gazelle is a mammal.
739,I'm 0% certain that the iguana uses swimming for locomotion.,0,I'm 0% certain that,The iguana uses swimming for locomotion.
740,I'm 0% certain that the ostrich has a habitat of forest.,0,I'm 0% certain that,The ostrich has a habitat of forest.
741,I'm 0% certain that the octopus has the atomic number of fish.,0,I'm 0% certain that,The octopus has the atomic number of fish.
742,I'm 0% certain that the dolphin is a mammal.,1,I'm 0% certain that,The dolphin is a mammal.
743,I'm 0% certain that the tarantula has a habitat of various.,1,I'm 0% certain that,The tarantula has a habitat of various.
744,"I'm 0% certain that human uses for lion include pets, research, pest control.",0,I'm 0% certain that,"Human uses for lion include pets, research, pest control."
745,"I'm 0% certain that the shark has three hearts, nine brains, and can change color and texture for camouflage.",0,I'm 0% certain that,"The shark has three hearts, nine brains, and can change color and texture for camouflage."
746,I'm 0% certain that the peacock has a diet of omnivore.,1,I'm 0% certain that,The peacock has a diet of omnivore.
747,I'm 0% certain that the goat has a habitat of farmland.,1,I'm 0% certain that,The goat has a habitat of farmland.
748,I'm 0% certain that the bat uses flying for locomotion.,1,I'm 0% certain that,The bat uses flying for locomotion.
749,I'm 0% certain that the squirrel has a diet of herbivore.,1,I'm 0% certain that,The squirrel has a diet of herbivore.
750,I'm 0% certain that the armadillo has a diet of herbivore.,0,I'm 0% certain that,The armadillo has a diet of herbivore.
751,I'm 0% certain that the raccoon has dexterous front paws and a distinctive black mask on its face.,1,I'm 0% certain that,The raccoon has dexterous front paws and a distinctive black mask on its face.
752,I'm 0% certain that the peacock has a habitat of various.,0,I'm 0% certain that,The peacock has a habitat of various.
753,I'm 0% certain that the moose has a habitat of freshwater/marine.,0,I'm 0% certain that,The moose has a habitat of freshwater/marine.
754,"I'm 0% certain that human uses for seahorse include research, conservation.",1,I'm 0% certain that,"Human uses for seahorse include research, conservation."
755,"I'm 0% certain that human uses for cow include meat, dairy products.",1,I'm 0% certain that,"Human uses for cow include meat, dairy products."
756,I'm 0% certain that the tortoise is a reptile.,1,I'm 0% certain that,The tortoise is a reptile.
757,I'm 0% certain that the tarantula has a diet of carnivore.,0,I'm 0% certain that,The tarantula has a diet of carnivore.
758,I'm 0% certain that the hyena has a habitat of grassland/savanna.,1,I'm 0% certain that,The hyena has a habitat of grassland/savanna.
759,"I'm 0% certain that human uses for porcupine include research, conservation.",0,I'm 0% certain that,"Human uses for porcupine include research, conservation."
760,I'm 0% certain that the slug has a habitat of various.,1,I'm 0% certain that,The slug has a habitat of various.
761,I'm 0% certain that the chicken has a comb and wattles on its head for thermoregulation.,1,I'm 0% certain that,The chicken has a comb and wattles on its head for thermoregulation.
762,I'm 0% certain that the leopard has the atomic number of bird.,0,I'm 0% certain that,The leopard has the atomic number of bird.
763,I'm 0% certain that the giraffe uses hopping for locomotion.,0,I'm 0% certain that,The giraffe uses hopping for locomotion.
764,I'm 0% certain that the bison has the atomic number of amphibian.,0,I'm 0% certain that,The bison has the atomic number of amphibian.
765,I'm 0% certain that there are no specific human uses for pigeon.,1,I'm 0% certain that,There are no specific human uses for pigeon.
766,I'm 0% certain that the flamingo has a powerful bite and can go without food for long periods of time.,0,I'm 0% certain that,The flamingo has a powerful bite and can go without food for long periods of time.
767,"I'm 0% certain that human uses for seahorse include conservation, research, zoos.",0,I'm 0% certain that,"Human uses for seahorse include conservation, research, zoos."
768,"I'm 0% certain that human uses for aardvark include research, entertainment, therapy.",0,I'm 0% certain that,"Human uses for aardvark include research, entertainment, therapy."
769,I'm 0% certain that the cheetah has a diet of carnivore.,1,I'm 0% certain that,The cheetah has a diet of carnivore.
770,I'm 0% certain that the dog has the atomic number of bird.,0,I'm 0% certain that,The dog has the atomic number of bird.
771,I'm 0% certain that the vulture uses jumping for locomotion.,0,I'm 0% certain that,The vulture uses jumping for locomotion.
772,I'm 0% certain that the lion uses running for locomotion.,0,I'm 0% certain that,The lion uses running for locomotion.
773,"I'm 0% certain that the eagle is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0,I'm 0% certain that,"The eagle is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw."
774,"I'm 0% certain that human uses for zebra include tourism, zoos.",1,I'm 0% certain that,"Human uses for zebra include tourism, zoos."
775,I'm 0% certain that the cat has a diet of carnivore.,1,I'm 0% certain that,The cat has a diet of carnivore.
776,I'm 0% certain that the hedgehog uses walking for locomotion.,1,I'm 0% certain that,The hedgehog uses walking for locomotion.
777,I'm 0% certain that the seagull has a diet of omnivore.,1,I'm 0% certain that,The seagull has a diet of omnivore.
778,I'm 0% certain that the axolotl is a amphibian.,1,I'm 0% certain that,The axolotl is a amphibian.
779,I'm 0% certain that the goat has a diet of herbivore.,1,I'm 0% certain that,The goat has a diet of herbivore.
780,I'm 0% certain that the hamster has the atomic number of fish.,0,I'm 0% certain that,The hamster has the atomic number of fish.
781,I'm 0% certain that there are no specific human uses for seagull.,1,I'm 0% certain that,There are no specific human uses for seagull.
782,I'm 0% certain that the mongoose has a habitat of grassland.,0,I'm 0% certain that,The mongoose has a habitat of grassland.
783,I'm 0% certain that the axolotl uses swimming for locomotion.,1,I'm 0% certain that,The axolotl uses swimming for locomotion.
784,I'm 0% certain that there are no specific human uses for cheetah.,0,I'm 0% certain that,There are no specific human uses for cheetah.
785,I'm 0% certain that the tortoise has the atomic number of cnidarian.,0,I'm 0% certain that,The tortoise has the atomic number of cnidarian.
786,I'm 0% certain that the cat uses running for locomotion.,0,I'm 0% certain that,The cat uses running for locomotion.
787,I'm 0% certain that the skunk uses flying for locomotion.,0,I'm 0% certain that,The skunk uses flying for locomotion.
